Fav,Pos,Bib No,Name,Time,Country,Swim,T1,Run,Category,Time_seconds,Swim_seconds,T1_seconds,Run_seconds
,1,460,JING CHYI  WONG  ,01:52:59,MAS,00:46:08,00:05:17,01:01:33,StandardAquathlon1629F,6779,2768,317,3693
